TIME_SCRAPED_PST,PRODUCT_TYPE,PRODUCT_ID,URL,TITLE,PRICE,RATING,NO_OF_REVIEWS,HEIGHT,WIDTH,DEPTH,WEIGHT_KG,PROCESSOR_BRAND,PROCESSOR_FAMILY,PROCESSOR_GENERATION,CPU_CACHE,CPU_CORES,CPU_THREADS,CPU_SPEED,GRAPHICS_BRAND,GRAPHICS_FAMILY,GRAPHICS_RAM,GRAPHICS_RAM_TYPE,RAM_MEMORY,RAM_TYPE,RAM_SPEED,STORAGE_SIZE,STORAGE_TYPE,STORAGE_OTHERS,DISPLAY_SIZE,DISPLAY_RESOLUTION,DISPLAY_REFRESH_RATE,DISPLAY_OTHERS,WIRELESS,POWER,PORTS,SLOTS,CHASSIS,CASE,KEYBOARD,TOUCHPAD,CAMERA,PALMREST,OPTICAL_DRIVE,OPERATING_SYSTEM,HASH_ID,COSMOS_DB,WEIGHT,MICROSOFT_OFFICE,HOME_AND_SMALL_BUSINESS_SECURITY_SOLUTIONS,PROTECT_YOUR_PURCHASE_-_VIEW_SUPPORT_OFFERS_BELOW,ACCIDENTAL_DAMAGE_SERVICE,AUDIO_AND_SPEAKERS,PRIMARY_BATTERY,REGULATORY,BATTERY_LIFE,EXTENDED_SERVICE,SERVICES:EXTENDED_SERVICE,WEIGHT_LBS,DELL_SERVICES:_EXTENDED_SERVICE,WEIGHT_LB,DELL_SERVICES:EXTENDED_SERVICE,CARRYING_CASE,MOUSE,MONITOR,STAND
2024-08-10T00:06:12.000000,laptop,xps-13-9340-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/xps-13-laptop/spd/xps-13-9340-laptop/usexchcto9340mtl01?ref=variantstack,XPS 13 Laptop,$ 1149,4.4 out of 5.0,232.0,0.58 to 0.60,11.62,7.84,1.17 to 1.19,Intel,Core Ultra 7,,24 MB,16.0,,4.80 GHz,Intel,Arc,,,8 GB,LPDDR5,6400 MT/s,512 GB,SSD,"M.2, PCIe NVMe","13.4""",1920x1200,30-120Hz,"Non-Touch, Anti-Glare, 500 nit, EyeSafe, InfinityEdge",IntelÂ Killerâ¢ Wi-Fi 7 1750 (BE200) 2x2 + Bluetooth 5.4 Wireless Card,"60W AC adapter, USB Type-C","2 Thunderboltâ¢ 4 (40 Gbps) ports with Power Delivery (Type-C, )",,CNC-machined aluminum,Platinum,Platinum Backlit English Keyboard with Fingerprint Reader,Seamless glass touchpad with haptics,"1080p at 30 fps FHD RGB camera, Dual-array microphones, 360p at 15 fps IR camera, Dual-array microphones",,,"Windows 11 Home, English, French, Spanish",20240810070612923cdbcdd84f5b2430,Y,1.17 to 1.19,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 1-year,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"Quad-speaker design (tweeter + woofer), Realtek ALC1318, 2W x 4 = 8W total","3 Cell, 55 Wh, integrated",,"Up to 18 hours with FHD+, *",,,,,,,,,,
2024-08-10T00:06:06.000000,laptop,xps-16-9640-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/xps-16-laptop/spd/xps-16-9640-laptop/usexchcto9640mtl01?ref=variantstack,XPS 16 Laptop,$ 1499.99,4.3 out of 5.0,355.0,0.74,14.10,9.50,,Intel,Core Ultra 7,,24.0 MB,16.0,,4.80 GHz,Intel,Arc,,,16 GB,LPDDR5X,6400 MT/s,512 GB,SSD,M.2 PCIe NVMe,"16.3""",1920x1200,,"Infinity Edge, Non-Touch, Anti-Glare, 500-nits",IntelÂ Killerâ¢ Wi-Fi 7 1750 (BE200) 2x2 + Bluetooth 5.4 Wireless Card,130W Type-C Adapter,"1 headphone/microphone combo jack (3.5mm), featuring Waves Nx,  3D audio with head tracking, For computers shipped with integrated Intel,  Arc Graphics, NVIDIA,  GeForce,  RTX,  4050 GPU, or NVIDIA,  GeForce,  RTX,  4060 GPU:, 3 Thunderboltâ¢ 4 Gen 2 Type-C,  ports with DisplayPort Alt Mode/USB4 and PowerDelivery, For computers shipped with NVIDIAÂ GeForce,  RTXâ¢ 4070 GPUs:, 2 Thunderboltâ¢ 4 Gen 2 Type-CÂ ports with DisplayPort Alt Mode/USB4 and PowerDelivery, 1 USB 3.2 Gen 2 Type-Câ¢ port with Power Delivery and DisplayPortâ¢,  , 1 USB Type-C to USB Type-A and HDMI adapter",1 microSDXC v6.0 UHS-I/UHS-II card reader,"CNC machined aluminum with Corning,  Gorilla,  Glass 3 palm rest in graphite or platinumâ, Corning,  Gorilla,  Glass Victus,  on OLED cover glass, Corning,  Gorilla,  Glass 3 capacitative function row",Platinum,Platinum Backlit English Keyboard with Fingerprint Reader,"Multi-touch gesture-enabled precision touchpad with haptic function, Seamless glass touchpad with haptics","1080p at 30 fps FHD camera, 360p at 15 fps IR camera, Dual-microphone array optimized with Waves MaxxVoice,  supporting VoIP",,,"Windows 11 Home, English, French, Spanish",20240810070606663ea5b101c3e1846b,Y,2.13 to 2.20,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 1-year,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"Quad-speaker design with 3 W main x 2 channels + 2 W Tweeter x 2 channels = 10 W total , Studio quality tuning with Waves MaxxAudio,  Pro and Waves Nx,  3D audioâ.","6-Cell, 99.5Whr",,"Up to 28 hours with FHD+, *",,,,,,,,,,
2024-08-10T00:06:00.000000,laptop,alienware-x16-r2-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/alienware-x16-r2-gaming-laptop/spd/alienware-x16-r2-laptop/useashbtsx16r2gxxj?ref=variantstack,Alienware x16 R2 Gaming Laptop,$ 2099.99,4.4 out of 5.0,93.0,18.57 mm (0.73 in.),364.81 mm (14.36 in.),289.98 mm (11.41 in.),,Intel,Core Ultra 7,None (155H),24 MB,16.0,,4.8 GHz,NVIDIA,GeForce RTX 4060,8 GB,GDDR6,16 GB,LPDDR5X,7467 MT/s,1 TB,SSD,"M.2, PCIe NVMe","16.0""",1920x1200,480Hz,"3ms, 100% DCI-P3, ComfortView Plus, NVIDIA G-SYNC + Advanced Optimus",Intel Killerâ¢ 1750 2x2 and Bluetooth 5.4 Wireless Card with Wifi 7 Ready,240W Adapter Small Form Factor Adapter,"2 USB 3.2 Gen 1 ports with PowerShare , 1 USB-C 3.2 Gen 2 port with DisplayPortâ¢ , 1 Thunderboltâ¢ 4 port with Power Delivery and DisplayPortâ¢ , 1 headset (headphone and microphone combo) port , 1 HDMI 2.1 port",1 microSD-card slot,"Programmable with up to 16.8 million distinct colors, Lunar Silver, Alienware Command Center, AlienFX Lighting Technology, Game Library with auto-tune game profile functionality, Fusion (Includes support for Overclock, Thermal, Power, Audio, and Audio Recon profiles), Multi-touch gesture Premium Precision glass touchpad with integrated scrolling, Multi-touch gesture Premium Precision glass RGB LED AlienFX lighting touchpad with integrated scrolling (NVIDIA GeForce RTX 4080 or 4090 configurations only)",Lunar Silver,English US AlienFX RGB backlit (per-key) Alienware X Series keyboard,,"1080p at 30fps, FHD HDR RGB+IR camera, Dual-array microphones",,,"Windows 11 Home, English, French, Spanish",20240810070600548da06cd269b3344d,Y,2.66 to 2.72 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"Tweeter speaker: 2W x 2, Woofer speaker: 3W x 4","6 Cell, 90 Wh","Â , Â ",,,,,,,,,,,
2024-08-10T00:05:52.000000,laptop,inspiron-14-7440-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/inspiron-14-2-in-1-laptop/spd/inspiron-14-7440-2-in-1-laptop/usei2hbto7440hctd?ref=variantstack,Inspiron 14 2-in-1 ,$ 679.99,4.5 out of 5.0,114.0,0.62 to 0.74,12.36,8.90,,Intel,Core i5,13th Gen (1334U),12 MB,10.0,12.0,4.60 GHz,Intel,UHD Graphics,,,8 GB,DDR5,5200 MT/s,512 GB,SSD,M.2 PCIe NVMe,"14""",1920x1200,60Hz,"WVA, IPS, Touch, 250 nit, ComfortView","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card","65W AC adapter, USB Type-C","2 USB Type-C,  3.2 Gen 2 (10 Gbps) with Power Delivery and DisplayPortâ¢ 1.4 ports, 2 USB 3.2 Gen 1 Type-A ports, 1 Universal audio port*, 1 HDMI 1.4 port**, *3.5mm Universal Audio Jack functionality varies by model configuration. For best results, use Dell recommended audio accessories., **The maximum resolution supported over HDMI is 1920x1080 @60HZ. No 4K/2K output",1 SD-card slot,"Exterior Chassis Materials:, Aluminum, Color options:, Ice Blue","Ice Blue, with Fingerprint Reader","English US backlit Copilot key keyboard, no numeric keypad",Precision touchpad,Integrated Widescreen FHD (1080p) Webcam with Dual Digital Microphone Array with Temporal Noise Reduction enabled,,,"Windows 11 Home, English, French, Spanish",2024081007055278673f2c8c05d224e9,Y,1.71,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"2 tuned speakers, audio processing by Dolby Atomos Core and Waves MaxxAudio,  Pro","4 Cell, 54 Wh, integrated",,"Up to 10 hours, 20 minutes, *",,,,,,,,,,
2024-08-10T00:05:46.000000,laptop,g-series-16-7630-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/g16-gaming-laptop/spd/g-series-16-7630-laptop/useghbto7630gvlv_wc?ref=variantstack,,,,856.0,1.01,14.05,11.37,,Intel,Core i7,13th Gen (13650HX),24 MB,14.0,20.0,4.90 GHz,NVIDIA,GeForce RTX 4060,8 GB,GDDR6,16 GB,DDR5,4800 MT/s,1 TB,SSD,"M.2, PCIe NVMe","16""",2560x1600,240Hz,"Non-Touch, 100% DCI-P3, 3ms, ComfortView Plus, NVIDIA G-SYNC + DDS","IntelÂ Wi-Fi 6 AX201, 2x2, 802.11ax, BluetoothÂ wireless card",330W AC adapter,"1 headset (headphone and microphone combo) port, 1 RJ45 Ethernet port, 3 USB 3.2 Gen 1 ports, 1 HDMI 2.1 port, 1 Thunderboltâ¢ 4 port with DisplayPortâ¢ (On computers shipped with NVIDIA GeForce RTX 4070), 1 USB-C 3.2 Gen 2 port with DisplayPortâ¢ (On computers shipped with NVIDIA GeForce RTX3050/4050/4060)",,"Plastic/Aluminum, Metallic Nightshade (Aluminium Anodized), Metallic Nightshade (Painted)",Quantum White with Metallic Nightshade thermal shelf,US English Cherry MX RGB Backlit Mechanical Keyboard with G-Key,,"720p at 30 fps HD RGB camera, dual-array microphones",,,"Windows 11 Home, English, French, Spanish",202408100705468921cb7039487834de,Y,2.87,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 1-year,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"1 headset (headphone and microphone combo) port, Stereo speakers with Realtek ALC3254, 2 x 2.5 W","6 Cell, 86 Wh, integrated",,"Up to 6 hours, 07 minutes, *",,,,,,,,,,
2024-08-10T00:05:38.000000,laptop,inspiron-16-5645-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-inspiron-16-laptop/spd/inspiron-16-5645-laptop/useichbts5645gtld?ref=variantstack,Inspiron 16 Laptop,$ 549.99,4.4 out of 5.0,99.0,0.64 to 0.75,14.05,9.82,1.87,AMD,Ryzen 5,8540U,,6.0,12.0,,AMD,Radeon Graphics,,,16 GB,DDR5,5600 MT/s,512 GB,SSD,"M.2, PCIe NVMe","16""",1920x1200,60Hz,"WVA, Non-Touch, Anti-Glare, 250 nit, ComfortView Plus","Realtek Wi-Fi 6E RTL8852CE, 2x2, 802.11ax, MU-MIMO, BluetoothÂ wireless card",65W AC adapter,"2 USB 3.2 Gen 1 (5 Gbps) ports, 1 USB 3.2 Gen 2 (10 Gbps) Type-CÂ with DisplayPortâ¢ Alt Mode 1.4/Power Delivery port, 1 Universal audio jack, 1 HDMI 1.4 port*, Â , The Maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K/2K output.","1 SD-card slot, 1 wedge-shaped lock slot","Exterior Chassis Materials:, Aluminium exterior shell with plastic back cover, Color option:, Ice Blue, Touchpad:, Ice Blue",Ice Blue,English US backlit keyboard,,"1080p at 30 fps FHD RGB camera, Dual-array microphones",Power Button - Ice Blue with Finger Printer,,"Windows 11 Home, English, French, Spanish",20240810070538507c314e016cc984d9,Y,1.87,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,,"4 Cell, 54 Wh, integrated",,"Up to 11 hours, 20 minutesâ, *",,,,,,,,,,
2024-08-10T00:05:31.000000,laptop,latitude-14-5450-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-5450-laptop/spd/latitude-14-5450-laptop/s0016l5450usvp?ref=variantstack,Latitude 5450 Laptop,$ 1129,4.5 out of 5.0,126.0,0.75 to 0.83,12.65,8.35,,Intel,Core Ultra 5,125U,12 MB,12.0,14.0,4.3 GHz,Intel,Integrated,,,16 GB,DDR5,5600 MT/s (5200 MT/s with 13th Gen Intel processors),256 GB,SSD,"M.2 2230, TLC, Gen 4 PCIe NVMe","14.0""",1920x1080,60Hz,"IPS, Non-Touch, AG, 250 nit, 45% NTSC, FHD+IR Cam, 4G","IntelÂ Wi-Fi 6E (6 where 6E unavailable) AX211, 2x2, 802.11ax, BluetoothÂ 5.3 wireless card","65W AC adapter, USB Type-C, EcoDesign","2 Thunderboltâ¢ 4 (40 Gbps) with DisplayPortâ¢ Alt Mode/USB Type-C/USB4/Power Delivery, 1 USB 3.2 Gen 1 port with PowerShare, 1 USB 3.2 Gen 1 port, 1 HDMI 2.1 port, 1 universal audio port, 1 RJ45 Ethernet port","1 wedge-shaped lock slot, 1 Smart card reader slot (optional), 1 nano-SIM card slot (optional)",,,"English US backlit Copilot key keyboard, 79-key","Multi-touch gesture-enabled precision touchpad, seamless glass-integrated button","1080p at 30 fps, FHD RGB camera, Dual-array microphones, 1080p at 30 fps, FHD RGB-IR camera, Dual-array microphones, 1080p at 30 fps, FHD RGB-IR camera, Dual-array microphones, Ambient light sensor, ExpressSign-inâ¢, with Presence Detection and Intelligent Privacy",No Security,,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",202408100705319984674bea4e69447c,Y,1.40,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,"Stereo speakers with with Waves MaxxAudio,  Pro 13.0, 2W x 2 = 4W total","3-cell, 54 Wh, ExpressChargeâ¢ Capable, ExpressChargeâ¢ Boost Capable","Â (In English), Â (In English)",,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,,,,,,,,
2024-08-10T00:05:25.000000,laptop,latitude-14-7450-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7450-laptop/spd/latitude-14-7450-2-in-1-laptop/s013l7450usvp?ref=variantstack,Latitude 7450 Laptop or 2-in-1,$ 1489,4.4 out of 5.0,157.0,0.71 to 0.72,12.32,8.67 to 8.77,1.058 to 1.53,Intel,Core Ultra 5,,12 MB,12.0,14.0,4.4 GHz,Intel,Integrated Graphics,16 GB,LPDDR5x,16 GB,LPDDR5x,6400 MT/s,256 GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","14.0""",1920x1200,,"IPS, AG No-Touch, 250 nits, FHD IR Cam, WLAN, Aluminum","IntelÂ BE200 Wi-Fi 7 2x2, BluetoothÂ 5.4 Technology, Wireless Card","65W AC adapter, USB Type-C, EcoDesign","2 Thunderboltâ¢ 4 with DisplayPortâ¢ Alt Mode/USB Type-C/USB4/Power Delivery, *,  , 1 Universal audio port, 1 HDMI 2.1 port, *,  , 2 USB 3.2 Gen 1 ports","1 Nano SIM (optional), 1 Wedge-shaped lock slot, 1 Smart card reader (Contacted and Contactless + NFC) optional for Mainstream configuration, unavailable in Ultralight and 2-in-1","Laptop, 2-in-1",,"English US battery-saving mini LED backlit Copilot key keyboard, no numeric keypad, 79-key",,"1080p at 30 fps FHD RGB HDR camera with built-in camera shutter, Temporal Noise Reduction for high image quality, 1080p at 30 fps FHD RGB-IR HDR camera with built-in camera shutter, Ambient light sensor, Intelligent Privacy, Temporal Noise Reduction for high image quality, ExpressSign-inâ¢, 1920p at 30 fps 5M RGB-IR camera with built-in camera shutter, Ambient light sensor, Intelligent Privacy, Temporal Noise Reduction for high image quality, ExpressSign-inâ¢","Fingerprint Reader, WLAN only, Thunderbolt4, Aluminum",,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",202408100705258050d03146c174041b,Y,1.058 to 1.53,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"No Warranty Upgrade, 36 Month(s)",,Stereo speakers with Realtek ALC3281 Audio Controller,"3 Cell, 57 Wh, ExpressChargeâ¢, ExpressChargeâ¢ Boost capable",,"Up to 14 hours, 14 minutes (7450 Ultralight), *,  , Up to 16 hours, 2 minutes (7450 2-in-1), *,  , Up to 13 hours, 53 minutes (7450 Laptop), *",,"No Warranty Upgrade, 36 Month(s)",,,,,,,,
2024-08-10T00:05:20.000000,laptop,xps-14-9440-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/xps-14-laptop/spd/xps-14-9440-laptop/usexchbts9440gtxy?ref=variantstack,XPS 14 Laptop,$ 1499.99,4.3 out of 5.0,279.0,0.71,12.6,8.5,,Intel,Core Ultra 7,155H,24MB,16.0,,4.8 GHz,Intel,Arc,,,16GB,LPDDR5x,6400MT/s,512GB,Solid State Drive,M.2 PCIe NVMe,"14.5""",1920x1200,,"InfinityEdge, non-touch, 500-nit","IntelÂ Killerâ¢ Wi-Fi 6E 1675 (AX211), 2x2, 802.11ax, BluetoothÂ wireless card","60W AC adapter, USB Type-C","3 Thunderboltâ¢ 4 (USB Type-Câ¢) with Power Delivery and DisplayPort, 1 headset (headphone and microphone combo) port",1 microSDXC card reader v6.0 UHS-I/UHS-II,"CNC machined aluminum with glass palm rest in graphite, CNC machined aluminum with glass palm rest in platinum",Platinum,Platinum Backlit English Keyboard with Fingerprint Reader,"Multi-touch gesture-enabled precision touchpad with haptic function,Â Seamless glass touchpad with haptics","1080p at 30 fps FHD RGB-IR camera, Dual-array microphones, Ambient light sensor, Windows Hello compliant, Express Sign-In, , Intel Intelligent Collaboration",,,"Windows 11 Home, English, French, Spanish",20240810070520572e96a9e9092624a3,Y,1.68 to 1.74,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 1-year,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,"Stereo speakers with Waves MaxxAudio Quad-speaker design with 2W Main x 2 Channel + 2W Tweeter x 2 Channel; 8W total peak output, Headphone and microphone combo featuring Waves Nx,  3D audio with head tracking, Dual array microphone with Waves MaxxVoice supporting VoIP, Microsoft Cortana capable, Dolby Atmos","6-Cell, 69.5Whr",,"Up to 21 hours with FHD+, *",,,,,,,,,,
2024-08-10T00:05:10.000000,laptop,alienware-m16-r2-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/alienware-m16-r2-gaming-laptop/spd/alienware-m16-r2-laptop/useashbtsm16r2mtlgrrw?ref=variantstack,Alienware m16 R2 Gaming Laptop,$ 1299.99,4.7 out of 5.0,728.0,0.93,14.33,9.81,,Intel,Core Ultra 7,155H,24 MB,16.0,,1.40 GHz to 4.80 GHz,NVIDIA,GeForce RTX 4060,8 GB,GDDR6,16 GB,DDR5,5600 MT/s,1 TB,SSD,"M.2, PCIe NVMe",16.0,2560x1600,240Hz,"Non-Touch, 100% sRGB, 3ms, Advanced Optimus, CV Plus, NVIDIA G-SYNC",Intel BE202 Wi-Fi 7 2x2 and BT 5.4 Wireless card,240W Small Form Factor Adapter,"1 Type-A USB 3.2 Gen 1 Port with PowerShare , 1 Type-A USB 3.2 Gen 1 Port, 1 Type-C Port (Includes Thunderboltâ¢ 4.0, USB 3.2 Gen 2, DisplayPort 1.4 (iGPU) and 15W Power Delivery (3A/5V) capabilities), 1 Type-C Port (USB 3.2 Gen 2, DisplayPort 1.4 (dGPU)), 1 HDMI 2.1 (dGPU) Output port, 1 Power/DC-in port, 1 RJ45 Ethernet port (2.5 Gb Upsell), 1 Global Headset Jack",1 MicroSD card slot,"Dark Metallic Moon, Alienware Command Center, AlienFX Lighting Technology, Game Library with auto-tune game profile functionality, Fusion (Includes support for Overclock, Thermal, Power, Audio, and Audio Recon profiles), Alienware mSeries keyboard with per-key RGB LED AlienFX lighting (optional), Includes N-key rollover technology (optional), Multi-touch gesture touchpad with integrated scrolling",Dark Metallic Moon,English US AlienFX RGB backlit (per-key) Alienware M Series keyboard,,"1080p at 30 fps FHD RGB+IR camera, Dual-array microphones",,,"Windows 11 Home, English, French, Spanish",20240810070510417fe68f343e4a64e5,Y,2.61 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"Stereo speakers, 2 W x 2 = 4 W total, Realtek ALC3254",90Wh Battery,,,,,,,,,,,,
2024-08-10T00:05:04.000000,laptop,g-series-15-5530-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/g15-gaming-laptop/spd/g-series-15-5530-laptop/useghbto5530gyds?ref=variantstack,G15 Gaming Laptop,$ 849.99,4.4 out of 5.0,632.0,1.06,14.07,10.80,,Intel,Core i5,13th Gen (i5-13450HX),20 MB,10.0,16.0,4.6 GHz,NVIDIA,GeForce RTX 4050,6 GB,GDDR6,16 GB,DDR5,4800 MT/s,1 TB,SSD,"M.2, PCIe NVMe","15.6""",1920x1080,165Hz,"Non-Touch, 100% sRGB, 3ms, ComfortView Plus, DDS, NVIDIA G-SYNC","IntelÂ Wi-Fi 6 AX201, 2x2, 802.11ax, BluetoothÂ wireless card",330W AC adapter,"1 headset (headphone and microphone combo) port, 1 RJ45 Ethernet port, 3 USB 3.2 Gen 1 ports, 1 HDMI 2.1 port, 1 USB-C 3.2 Gen 2 port with DisplayPortâ¢",Not applicable,,Dark Shadow Gray with Black thermal shelf,US English Orange Backlit Keyboard with Numeric Keypad and G-Key,,Integrated widescreen HD (720p) Webcam with Single Array Digital Microphone,,,"Windows 11 Home, English, French, Spanish",202408100705042978c343eed321d45d,Y,2.81,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 1-year,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"2 tuned speakers with Dolby Audio, 1 combo headphone / microphone jack","6 Cell, 86 Wh, integrated",,"Up to 6 hours, 31 minutes, *",,,,,,,,,,
2024-08-10T00:05:00.000000,laptop,inspiron-15-3535-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-inspiron-15-laptop/spd/inspiron-15-3535-laptop/useichbts3535gryx?ref=variantstack,Inspiron 15 Laptop,$ 329.99,4.4 out of 5.0,550.0,"0.67""-0.75""","14.11""","9.27""",,AMD,Ryzen 5,7520U,262 MB,4.0,,,AMD,Radeon,,,8 GB,LPDDR5,5500 MT/s,512 GB,SSD,"M.2, PCIe NVMe","15.6""",1920x1080,120Hz,"WVA, IPS, Non-Touch, Anti-Glare, 250 nit, Narrow Border, LED-Backlit","Realtek Wi-Fi 5 RTL8821CE, 1x1, 802.11ac, MU-MIMO, BluetoothÂ wireless card",65W AC adapter,"1 USB 3.2 Gen 1 Type-A port, 1 USB 3.2 Gen 1 Type-C port (data only), 1 USB 2.0 port, 1 Headset jack, *,  , 1 HDMI 1.4* port, *The maximum resolution supported over HDMI is 1920x1080 @60Hz. No 4K2K output",1 SD 3.0 card slot,,Carbon Black,English US non-backlit keyboard,,Integrated widescreen HD (720p) Webcam with Single Digital Microphone in plastic chassisâ,Carbon Black Palmrest Without Fingerprint Reader,,"Windows 11 Home, English, French, Spanish",202408100705000551f6cd6577da7446,Y,1.63 kg,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"Stereo speakers with Waves MaxxAudio,  Pro, 2 W x 2 = 4 W total","3 Cell, 41 Wh, integrated","Energy Star 8.0 (Windows OS only), EPEAT Silver (Windows OS only)","Up to 11 hours, 31 minutes, *",,,,,,,,,,
2024-08-10T00:04:54.000000,laptop,alienware-x14-r2-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/alienware-x14-r2-gaming-laptop/spd/alienware-x14-r2-laptop/useahbtsx14r1ghnb?ref=variantstack,Alienware x14 R2 Gaming Laptop,$ 1499.99,4.4 out of 5.0,354.0,0.57,12.64,10.25,,Intel,Core i7,13th Gen (i7-13620H),24 MB,10.0,16.0,4.9 GHz,NVIDIA,GeForce RTX 4060,8 GB,GDDR6,32 GB,LPDDR5,4800 MT/s,1 TB,SSD,"M.2, PCIe NVMe",14.0,2560x1600,165Hz,"3ms, 300nits, DCIP3 100% typ, Hello, LBL, GSYNC, DDS, ComfortView Plus","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, MU-MIMO, BluetoothÂ wireless card","130W AC small form factor adapter, USB Type-C","1 USB 3.2 Gen 2 Type-C with Power Delivery and DisplayPortâ¢, 1 Global headset jack port, 1 HDMI 2.1 port, 1 USB 3.2 Gen 1 Type-A port with PowerShare, 2 Thunderboltâ¢ 4 ports with Power Delivery and DisplayPortâ¢ (Type-C port)",1 MicroSD-card slot,"Programmable with up to 16.8 million distinct colors, Lunar Silver, Alienware Command Center, AlienFX Lighting Technology, Game Library with auto-tune game profile functionality, Fusion (Includes support for Overclock, Thermal, Power, Audio, and Audio Recon profiles), Alienware X Series 1-Zone AlienFX keyboard, Premium Precision Glass TouchPad with Muti-touch Gesture",Lunar Silver,English US AlienFX RGB backlit (1 zone) Alienware X Series keyboard,,"1080p at 30 fps, FHD RGB+IR camera, Dual-array microphones",,,"Windows 11 Home, English, French, Spanish",20240810070454854fbe2cd90076641e,Y,1.91,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,1Y Premium Support with Hardware and Software1-2 Biz Day Onsite after remote diagnosis,,Speaker: 2 W x 2,"6 Cell, 80 Wh, Lithium Ion, Alienware Battery Defender",Alienware Command Center,"Up to 6 hours, 35 minutes, *",,,,,,,,,,
